latitude,longitude,cluster,booking_type,ds,price_min,price_max
22.2705825,70.7385948,0,1,2024-05-16 08:09:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-16 08:11:00,-inf,2000033304.0
22.3038945,70.80215989999999,0,2,2024-05-16 08:13:00,-inf,2000033304.0
22.3038945,70.80215989999999,0,2,2024-05-16 08:15:00,-inf,2000033304.0
22.3038945,70.80215989999999,0,2,2024-05-16 08:24:00,-inf,2000033304.0
22.3038945,70.80215989999999,0,2,2024-05-16 08:24:00,-inf,2000033304.0
22.2719757,70.7393033,0,1,2024-05-16 10:26:00,-inf,2000033304.0
22.3038945,70.80215989999999,0,2,2024-05-17 05:52:00,-inf,2000033304.0
22.2719757,70.7393033,0,1,2024-05-17 06:37:00,-inf,2000033304.0
22.3038945,70.80215989999999,0,2,2024-05-17 11:10:00,-inf,2000033304.0
22.3038945,70.80215989999999,0,2,2024-05-17 11:42:00,-inf,2000033304.0
22.3038945,70.80215989999999,0,2,2024-05-17 11:44:00,-inf,2000033304.0
22.3038945,70.80215989999999,0,2,2024-05-17 12:12:00,-inf,2000033304.0
22.3038945,70.80215989999999,0,1,2024-05-17 12:14:00,-inf,2000033304.0
22.3038945,70.80215989999999,0,2,2024-05-17 12:18:00,-inf,2000033304.0
22.3038945,70.80215989999999,0,1,2024-05-17 12:18:00,-inf,2000033304.0
22.3038945,70.80215989999999,0,1,2024-05-17 12:19:00,-inf,2000033304.0
22.2705825,70.7385948,0,3,2024-05-17 12:19:00,-inf,2000033304.0
22.2705825,70.7385948,0,3,2024-05-17 12:21:00,-inf,2000033304.0
22.3038945,70.80215989999999,0,1,2024-05-17 12:21:00,-inf,2000033304.0
22.2705825,70.7385948,0,3,2024-05-18 04:09:00,-inf,2000033304.0
22.2483904,70.7514685,0,1,2024-05-20 04:01:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-20 04:01:00,-inf,2000033304.0
22.2719757,70.7393033,0,2,2024-05-20 04:17:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-20 04:17:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-20 04:50:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-20 04:51:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-20 04:52:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-20 04:54:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-20 05:12:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-20 05:16:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-20 05:19:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-20 05:19:00,-inf,2000033304.0
22.3038949,70.8022268,0,1,2024-05-20 05:33:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-20 05:34:00,-inf,2000033304.0
22.2862264,70.7725408,0,1,2024-05-20 05:36:00,-inf,2000033304.0
22.2575933,70.7648068,0,1,2024-05-20 05:55:00,-inf,2000033304.0
22.3038945,70.80215989999999,0,1,2024-05-20 05:57:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-20 05:58:00,-inf,2000033304.0
22.2716891,70.7551995,0,1,2024-05-20 06:01:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,2,2024-05-20 06:01:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-20 06:02:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-20 06:02:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-20 06:17:00,-inf,2000033304.0
22.2483904,70.7514685,0,1,2024-05-20 06:17:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-20 06:24:00,-inf,2000033304.0
22.2716891,70.7551995,0,1,2024-05-20 06:24:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-20 06:25:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-20 06:31:00,-inf,2000033304.0
22.2716891,70.7551995,0,1,2024-05-20 06:36:00,-inf,2000033304.0
22.248856,70.75441909999999,0,1,2024-05-20 06:39:00,-inf,2000033304.0
22.248856,70.75441909999999,0,1,2024-05-20 07:21:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-20 07:21:00,-inf,2000033304.0
22.248856,70.75441909999999,0,1,2024-05-20 08:50:00,-inf,2000033304.0
22.248856,70.75441909999999,0,1,2024-05-20 08:55:00,-inf,2000033304.0
22.248856,70.75441909999999,0,1,2024-05-20 08:56:00,-inf,2000033304.0
22.248856,70.75441909999999,0,1,2024-05-20 08:58:00,-inf,2000033304.0
22.248856,70.75441909999999,0,1,2024-05-20 09:42:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-20 09:47:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-20 09:48:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-20 09:54:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-20 10:10:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-20 10:12:00,-inf,2000033304.0
22.248856,70.75441909999999,0,1,2024-05-20 10:17:00,-inf,2000033304.0
22.248856,70.75441909999999,0,1,2024-05-20 10:17:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-20 10:21:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-20 10:21:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-20 11:33:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-21 05:16:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-21 05:27:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-21 05:44:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-21 05:45:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-21 05:46:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-21 06:30:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-21 06:31:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-21 06:32:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-21 06:35:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-21 06:36:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-21 06:38:00,-inf,2000033304.0
22.248856,70.75441909999999,0,1,2024-05-21 06:41:00,-inf,2000033304.0
22.248856,70.75441909999999,0,1,2024-05-21 06:42:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-21 06:45:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-21 06:47:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-21 06:53:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-21 06:56:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-21 06:57:00,-inf,2000033304.0
22.248856,70.75441909999999,0,1,2024-05-21 06:59:00,-inf,2000033304.0
22.248856,70.75441909999999,0,1,2024-05-21 07:00:00,-inf,2000033304.0
22.248856,70.75441909999999,0,1,2024-05-21 07:00:00,-inf,2000033304.0
22.2712901307705,70.7387693871603,0,2,2024-05-21 07:01:00,-inf,2000033304.0
22.2712901307705,70.7387693871603,0,2,2024-05-21 07:01:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-21 07:11:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-21 07:12:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-21 07:13:00,-inf,2000033304.0
22.248856,70.75441909999999,0,1,2024-05-21 09:55:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-21 09:58:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-21 09:59:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-21 10:00:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-21 10:00:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-21 10:02:00,-inf,2000033304.0
